SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_END
2427,Unidentified Ceramic,Pompeian red ware,NULL,1,NULL,NULL,NULL,1,0.058,8,8,-30,1
7104,Terra Sigillata,NULL,NULL,1,NULL,NULL,7,8,0.05,2,7,-30,68
357,Thin Walled,NULL,NULL,1,NULL,1,10,12,NULL,NULL,NULL,-27,14
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,-27,1
1369,Terra Sigillata,NULL,NULL,2,NULL,NULL,1,3,0.012,2,4,-27,68
5004,Thin Walled,NULL,NULL,12,1,2,48,63,0.198,2,6,-27,200
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,-27,117
5027,Thin Walled,NULL,NULL,5,1,2,14,21,0.071,1,6,-27,200
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,-27,100
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,-27,20
5065,Commonware,NULL,NULL,16,2,2,45,65,1.11,2,9,-27,14
5066,Terra Sigillata,NULL,NULL,1,NULL,1,3,5,0.028,1,7,-27,14
5096,Terra Sigillata,NULL,NULL,1,NULL,1,3,5,0.0056,1,6,-27,180
5096,Thin Walled,NULL,NULL,2,2,2,19,25,0.054,1,4,-27,14
5110,Amphora,NULL,NULL,44,50,20,1611,1726,117.209,1,11,-27,50
5314,Thin Walled,NULL,NULL,34,32,30,37,133,0.634,2,11,-27,14
5598,Thin Walled,NULL,NULL,21,10,7,6,44,0.172,2,6,-27,14
7132,Terra Sigillata,Surfaces of sherds somewhat worn,NULL,3,NULL,NULL,1,4,0.006,1,4,-27,25
5016,Thin Walled,NULL,NULL,27,7,21,95,150,0.678,1,9,-26,14
375,Black Gloss,NULL,NULL,9,1,2,24,36,0.216,2,5,-25,25
1376,Eastern Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-25,350
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,-25,50
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,-25,50
2308,Amphora,NULL,NULL,NULL,2,NULL,7,9,NULL,NULL,NULL,-25,150
5012,Amphora,NULL,NULL,4,3,2,27,36,3.305,3,10,-25,125
5012,Thin Walled,NULL,NULL,3,2,2,3,10,0.04,2,5,-25,200
5016,Amphora,NULL,NULL,7,12,2,223,244,14.537,2,10,-25,150
5025,Amphora,NULL,NULL,12,11,6,150,179,22.281,2,10,-25,125
5025,Amphora,NULL,NULL,12,11,6,150,179,22.281,2,10,-25,150
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,-25,150
5068,Amphora,NULL,NULL,7,9,NULL,87,103,7.056,3,10,-25,150
5076,Amphora,NULL,NULL,8,12,1,196,217,11.755,NULL,NULL,-25,100
5076,Amphora,NULL,NULL,8,12,1,196,217,11.755,NULL,NULL,-25,125
5079,Amphora,NULL,NULL,1,2,NULL,33,36,3.21,3,10,-25,150
5124,Amphora,NULL,NULL,4,8,2,89,103,10.145,NULL,NULL,-25,125
5540,Lamp,NULL,NULL,4,NULL,1,1,5,0.026,3,5,-25,500
5562,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.012,4,4,-25,500
5569,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-25,500
5594,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,-25,500
5609,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,-25,500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-25,400
5789,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,-25,500
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,-23,300
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,-23,190
140,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-20,400
1078,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.001,1.5,1.5,-20,800
1137,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-20,10
1157,Terra Sigillata,NULL,NULL,12,NULL,1,17,30,NULL,NULL,NULL,-20,75
2177,African Red Slip,NULL,NULL,1,NULL,1,6,8,NULL,NULL,NULL,-20,800
2243,African Cookware,NULL,NULL,4,NULL,3,19,26,NULL,NULL,NULL,-20,800
2258,African Red Slip,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-20,800
2266,African Cookware,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-20,800
2382,Terra Sigillata,NULL,NULL,45,NULL,11,68,124,0.706,2,11,-20,30
2385,Terra Sigillata,NULL,NULL,2,NULL,NULL,5,7,0.06,2,8,-20,30
2389,Terra Sigillata,NULL,NULL,1,NULL,1,1,3,0.018,3,5,-20,14
3042,African Red Slip,NULL,NULL,NULL,NULL,2,3,5,0.056,4,5,-20,300
5004,African Red Slip,NULL,NULL,3,NULL,NULL,5,8,0.036,2,4,-20,500
5012,African Red Slip,NULL,NULL,NULL,NULL,1,1,2,0.01,NULL,3,-20,300
5027,African Red Slip,NULL,NULL,3,NULL,1,2,6,0.068,3,6,-20,300
5052,African Red Slip,NULL,NULL,1,NULL,NULL,1,2,0.01,2,4,-20,500
5068,African Red Slip,NULL,NULL,NULL,NULL,NULL,2,2,0.008,1,2,-20,500
5091,Terra Sigillata,NULL,NULL,17,NULL,3,46,66,0.308,2,8,-20,37
5092,Terra Sigillata,NULL,NULL,4,NULL,1,4,9,0.074,2,7,-20,14
5095,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.008,5,5,-20,300
5164,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,0.018,5,5,-20,500
5317,African Red Slip,NULL,NULL,2,NULL,NULL,NULL,2,0.032,4,8,-20,300
5539,African Cookware,fansatically preserved lid fragment,NULL,5,NULL,NULL,2,7,0.406,3,11,-20,300
5561,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,4,4,-20,500
5564,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,0.008,4,4,-20,800
5598,African Red Slip,NULL,NULL,7,NULL,NULL,1,8,0.146,2,11,-20,500
5601,African Cookware,NULL,NULL,NULL,NULL,1,1,2,0.044,6,7,-20,800
5602,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,0.026,6,6,-20,500
5606,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,0.01,4,4,-20,500
5700,African Red Slip,NULL,NULL,NULL,NULL,NULL,2,2,0.018,2,4,-20,900
5719,African Cookware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-20,500
5794,African Red Slip,NULL,NULL,9,NULL,1,NULL,10,0.076,3,7,-20,300
5795,African Cookware,NULL,NULL,1,NULL,NULL,3,4,0.138,7,8,-20,200
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-20,800
5641,African Red Slip,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,-20,300
5817,African Red Slip,NULL,NULL,1,NULL,NULL,1,2,0.008,4,4,-20,300
140,Terra Sigillata,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-15,180
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,-15,14
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,-15,1
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,-15,14
5076,Amphora,NULL,NULL,8,12,1,196,217,11.755,NULL,NULL,-15,80
7113,Terra Sigillata,NULL,NULL,3,NULL,NULL,3,6,0.043,4,6,-15,15
7152,Terra Sigillata,NULL,NULL,3,NULL,2,13,18,0.08,2,6,-15,50
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-15,15
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-15,15
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-15,50
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,-14,14
5091,Terra Sigillata,NULL,NULL,17,NULL,3,46,66,0.308,2,8,-12,40
5301,Terra Sigillata,NULL,NULL,35,NULL,4,41,77,0.356,2,6,-12,14
1117,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.003,NULL,3,-10,60
2060,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-10,3
5076,Terra Sigillata,NULL,NULL,14,NULL,10,56,80,0.41,NULL,NULL,-10,41
5312,Terra Sigillata,NULL,NULL,8,NULL,1,25,34,0.446,2,11,-10,100
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10,41
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10,100
7199,Terra Sigillata,base later special found as possible gamepiece,NULL,2,NULL,1,1,4,0.335,4,6,-10,10
7235,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.004,3,3,-10,15
7226,Terra Sigillata,NULL,NULL,2,NULL,NULL,17,19,0.044,2,4,-10,14
5541,Terra Sigillata,NULL,NULL,7,NULL,3,7,17,0.103,2,11,-5,3
8189,Terra Sigillata,surface of wall sherd is notably irregular,NULL,1,NULL,NULL,1,2,0.006,3,3,-5,14
5301,Terra Sigillata,NULL,NULL,35,NULL,4,41,77,0.356,2,6,-1,37
2000,African Red Slip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,200
7013,African Cookware,NULL,NULL,4,NULL,NULL,NULL,4,0.285,6,11,150,400
7013,African Cookware,Added 2018 staff week from unprocessed cassetta of SU (AKR),NULL,8,NULL,8,11,27,0.348,1,7,150,400
6066,African Red Slip,NULL,NULL,5,NULL,NULL,12,17,0.062,3,6,400,450
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364,366
7,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,0,500
7,Commonware,NULL,NULL,3,1,1,21,26,NULL,NULL,NULL,0,200
13,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,117,121
13,Tegula,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,40,50
26,African Cookware,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,200,250
115,African Cookware,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,100,400
129,African Cookware,NULL,NULL,1,NULL,NULL,3,4,0.015,1,2,100,250
129,African Red Slip,NULL,NULL,NULL,NULL,1,NULL,1,0.003,1.5,1.5,100,500
140,Commonware,NULL,NULL,41,1,1,234,277,NULL,NULL,NULL,380,420
141,Lamp,NULL,NULL,NULL,1,NULL,2,NULL,NULL,NULL,NULL,0,100
170,African Cookware,NULL,NULL,5,NULL,1,10,16,NULL,NULL,NULL,100,410
170,African Cookware,NULL,NULL,5,NULL,1,10,16,NULL,NULL,NULL,150,410
175,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,630,580
252,African Cookware,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,90,500
291,African Cookware,NULL,NULL,1,NULL,NULL,3,4,0.011,1,2,0,500
291,African Cookware,NULL,NULL,1,NULL,NULL,3,4,0.011,1,2,0,300
291,African Red Slip,NULL,NULL,1,NULL,NULL,1,2,0.008,1,1.5,100,150
369,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,51,52,NULL,NULL,NULL,75,200
453,Impasto Chiaro Sabbioso,NULL,NULL,NULL,1,1,NULL,2,NULL,NULL,NULL,0,200
584,Commonware,NULL,NULL,4,1,3,11,18,NULL,NULL,NULL,0,100
1005,Internal Red Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,200
1016,African Cookware,NULL,NULL,15,NULL,2,5,22,NULL,NULL,NULL,0,200
1016,African Cookware,NULL,NULL,15,NULL,2,5,22,NULL,NULL,NULL,0,150
1016,African Cookware,NULL,NULL,15,NULL,2,5,22,NULL,NULL,NULL,100,400
1016,African Red Slip,NULL,NULL,3,NULL,NULL,9,12,NULL,NULL,NULL,100,200
1016,Amphora,NULL,NULL,13,15,1,663,692,NULL,NULL,NULL,200,400
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,40,80
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,70,100
1016,Lamp,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,70,150
1039,Commonware,NULL,NULL,1,NULL,1,1,3,NULL,NULL,NULL,1,200
1080,Commonware,NULL,NULL,56,2,1,155,214,NULL,NULL,NULL,0,100
1134,Commonware,NULL,NULL,3,NULL,NULL,12,15,NULL,NULL,NULL,1,150
1136,Overpainted Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,0,0
1138,African Cookware,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,NULL,1,500
1146,Lamp,NULL,NULL,NULL,1,2,53,56,NULL,NULL,NULL,30,70
1146,Lamp,NULL,NULL,NULL,1,2,53,56,NULL,NULL,NULL,50,90
1146,Terra Sigillata,NULL,NULL,24,NULL,5,25,54,NULL,NULL,NULL,0,20
1146,Terra Sigillata,NULL,NULL,24,NULL,5,25,54,NULL,NULL,NULL,15,125
1164,Lamp,NULL,NULL,NULL,NULL,NULL,16,16,NULL,NULL,NULL,0,70
1164,Terra Sigillata,NULL,NULL,4,NULL,2,6,12,NULL,NULL,NULL,0,100
1164,Thin Walled,NULL,NULL,NULL,NULL,1,12,13,NULL,NULL,NULL,0,100
1165,Lamp,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,150,250
1168,Roman Red Slip,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,75,200
1168,Thin Walled,NULL,NULL,5,NULL,4,18,27,NULL,NULL,NULL,40,70
1168,Thin Walled,NULL,NULL,5,NULL,4,18,27,NULL,NULL,NULL,14,60
1169,Roman Red Slip,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,75,200
1177,Lamp,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,0,125
1205,Amphora,NULL,NULL,2,NULL,NULL,8,10,NULL,NULL,NULL,0,40
1208,Commonware,NULL,NULL,16,NULL,NULL,61,77,NULL,NULL,NULL,0,0
1214,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,0,0
1218,Commonware,NULL,NULL,80,NULL,6,146,232,NULL,NULL,NULL,0,100
1232,Commonware,NULL,NULL,16,3,7,53,89,NULL,NULL,NULL,0,200
1280,African Cookware,NULL,NULL,2,NULL,NULL,2,4,NULL,NULL,NULL,40,150
1306,Commonware,NULL,NULL,16,2,4,54,76,1.14,1,10,1,125
1342,African Cookware,NULL,NULL,2,NULL,NULL,5,7,0.045,1,3,0,500
1342,African Red Slip,NULL,NULL,1,NULL,1,3,5,0.018,1,2,0,800
1342,African Red Slip,NULL,NULL,1,NULL,1,3,5,0.018,1,2,80,160
1353,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.004,NULL,3,14,100
1368,Commonware,NULL,NULL,131,10,33,663,836,10.428,2,10,1,200
1368,Commonware,NULL,NULL,131,10,33,663,836,10.428,2,10,1,150
1368,Commonware,NULL,NULL,131,10,33,663,836,10.428,2,10,1,125
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,14,100
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,40,117
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,40,117
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,14,117
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,0,0
1401,Thin Walled,NULL,NULL,2,NULL,NULL,NULL,2,0.006,NULL,3,1,100
2003,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,100,500
2011,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,0,400
2011,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,300,500
2011,Amphora,NULL,NULL,1,1,NULL,8,10,NULL,NULL,NULL,65,75
2076,Impasto,NULL,NULL,38,11,4,454,557,6.62,1,8,0,0
2076,Impasto,NULL,NULL,38,11,4,454,557,6.62,1,8,0,0
2076,Impasto,NULL,NULL,38,11,4,454,557,6.62,1,8,0,0
2094,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.004,NULL,2,69,300
2094,Commonware,NULL,NULL,45,2,9,202,258,2.246,1,7,80,90
2094,Commonware,NULL,NULL,45,2,9,202,258,2.246,1,7,80,90
2094,Terra Sigillata,NULL,NULL,1,NULL,1,4,6,0.018,2,4,1,30
2107,African Cookware,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,0,500
2107,African Cookware,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,1,500
2137,Amphora,NULL,NULL,1,4,1,48,51,NULL,NULL,NULL,400,700
2171,African Cookware,NULL,NULL,2,NULL,NULL,6,8,NULL,NULL,NULL,0,500
2171,Terra Sigillata,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,20,125
2177,African Cookware,NULL,NULL,7,NULL,2,5,14,NULL,NULL,NULL,0,500
2177,Commonware,NULL,NULL,83,8,17,344,452,NULL,NULL,NULL,0,500
2177,Terra Sigillata,NULL,NULL,3,NULL,1,6,10,NULL,NULL,NULL,20,100
2221,African Cookware,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,0,500
2221,African Cookware,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,200,500
2223,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,500
2229,African Cookware,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,100,400
2237,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,500
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,250
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,300,600
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,175,400
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,10,150
2243,African Cookware,NULL,NULL,4,NULL,3,19,26,NULL,NULL,NULL,1,500
2243,African Cookware,NULL,NULL,4,NULL,3,19,26,NULL,NULL,NULL,200,250
2243,African Red Slip,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,1,500
2258,Terra Sigillata,NULL,NULL,NULL,NULL,2,5,7,NULL,NULL,NULL,1,100
2279,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,500
2279,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,500
2308,Commonware,NULL,NULL,3,NULL,1,10,14,NULL,NULL,NULL,0,200
2345,Commonware,NULL,NULL,5,NULL,NULL,6,11,NULL,NULL,NULL,69,80
2346,Impasto,NULL,NULL,16,4,1,134,155,3.325,1,10,0,0
2346,Painted Fineware,NULL,NULL,2,NULL,1,5,8,0.042,1,5,0,0
2416,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.006,3,3,300,250
3042,Commonware,NULL,NULL,33,2,10,107,152,1.72,2,7,160,190
3102,Commonware,NULL,NULL,10,1,4,31,46,0.762,2,10,1,125
3109,Commonware,NULL,NULL,6,3,NULL,23,32,0.61,3,10,190,240
3109,Terra Sigillata,NULL,NULL,6,NULL,3,NULL,9,0.108,2,9,14,37
3118,African Cookware,NULL,NULL,2,NULL,NULL,1,3,0.094,5,10,140,400
3118,Commonware,NULL,NULL,70,12,13,234,329,4.126,2,10,65,75
3118,Terra Sigillata,NULL,NULL,1,NULL,1,7,9,0.036,2,4,1,50
3507,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,1,100
3560,Buccheroid Impasto,NULL,NULL,3,NULL,NULL,9,12,0.06,2,5,700,600
4045,Amphora,NULL,NULL,NULL,NULL,1,NULL,1,0.21,NULL,10,0,0
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,150,200
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,50,250
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,1,500
5004,African Red Slip,NULL,NULL,3,NULL,NULL,5,8,0.036,2,4,150,200
5004,Commonware,NULL,NULL,89,18,24,356,487,7.864,1,10,90,140
5004,Commonware,NULL,NULL,89,18,24,356,487,7.864,1,10,117,138
5012,African Cookware,NULL,NULL,2,NULL,1,NULL,3,0.04,NULL,5,50,150
5012,African Cookware,NULL,NULL,2,NULL,1,NULL,3,0.04,NULL,5,1,500
5012,Amphora,NULL,NULL,4,3,2,27,36,3.305,3,10,40,300
5012,Commonware,NULL,NULL,19,2,2,35,58,0.95,3,7,80,90
5012,Terra Sigillata,NULL,NULL,5,NULL,NULL,4,9,0.06,2,9,41,85
5016,African Cookware,NULL,NULL,7,1,2,5,15,0.324,2,10,1,500
5016,Commonware,NULL,NULL,66,10,15,227,318,4.835,1,10,41,54
5019,African Cookware,NULL,NULL,2,NULL,NULL,2,4,0.036,3,5,1,500
5019,Commonware,NULL,NULL,34,2,7,114,157,1.575,3,8,41,54
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,14,25
5025,African Cookware,NULL,NULL,NULL,NULL,NULL,4,4,0.038,3,5,1,500
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,1,200
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,1,125
5025,Thin Walled,NULL,NULL,8,1,1,15,25,0.104,2,6,50,100
5027,African Cookware,NULL,NULL,2,NULL,2,5,9,0.082,3,6,1,500
5027,African Red Slip,NULL,NULL,3,NULL,1,2,6,0.068,3,6,75,150
5027,Commonware,NULL,NULL,44,15,72,134,204,3.135,2,10,80,90
5027,Commonware,NULL,NULL,44,15,72,134,204,3.135,2,10,190,0
5029,Terra Sigillata,NULL,NULL,NULL,NULL,1,1,2,0.006,4,4,30,40
5048,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,1,500
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,14,190
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,1,190
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,14,100
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,40,117
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,14,68
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,35,69
5050,African Cookware,NULL,NULL,NULL,NULL,NULL,4,4,0.018,NULL,NULL,1,500
5052,African Cookware,NULL,NULL,6,NULL,NULL,27,33,0.492,2,8,1,500
5052,African Cookware,NULL,NULL,6,NULL,NULL,27,33,0.492,2,8,138,400
5052,African Cookware,NULL,NULL,6,NULL,NULL,27,33,0.492,2,8,200,400
5065,Commonware,NULL,NULL,16,2,2,45,65,1.11,2,9,1,200
5065,Terra Sigillata,NULL,NULL,8,NULL,2,35,45,0.288,2,8,1,38
5066,Terra Sigillata,NULL,NULL,1,NULL,1,3,5,0.028,1,7,7,14
5068,African Cookware,NULL,NULL,4,NULL,NULL,7,11,0.172,3,10,1,500
5068,African Cookware,NULL,NULL,4,NULL,NULL,7,11,0.172,3,10,150,225
5068,Amphora,NULL,NULL,7,9,NULL,87,103,7.056,3,10,125,325
5068,Commonware,NULL,NULL,24,5,5,68,102,2.016,2,10,160,190
5068,Commonware,NULL,NULL,24,5,5,68,102,2.016,2,10,100,200
5068,Thin Walled,NULL,NULL,1,NULL,NULL,2,3,0.012,2,4,1,100
5075,African Cookware,NULL,NULL,6,NULL,3,3,12,0.172,3,7,1,500
5075,African Cookware,NULL,NULL,6,NULL,3,3,12,0.172,3,7,138,400
5075,African Red Slip,NULL,NULL,NULL,NULL,NULL,2,2,0.042,3,6,1,500
5075,Commonware,NULL,NULL,5,NULL,3,25,33,0.508,2,9,50,200
5075,Commonware,NULL,NULL,5,NULL,3,25,33,0.508,2,9,190,225
5075,Terra Sigillata,NULL,NULL,2,NULL,NULL,3,5,0.028,2,5,20,100
5076,African Cookware,NULL,NULL,4,NULL,NULL,3,7,0.14,NULL,NULL,50,100
5076,Terra Sigillata,NULL,NULL,14,NULL,10,56,80,0.41,NULL,NULL,1,50
5076,Terra Sigillata,NULL,NULL,14,NULL,10,56,80,0.41,NULL,NULL,1,50
5076,Terra Sigillata,NULL,NULL,14,NULL,10,56,80,0.41,NULL,NULL,12,40
5079,African Cookware,NULL,NULL,2,NULL,NULL,NULL,2,0.02,NULL,4,100,500
5079,African Cookware,NULL,NULL,2,NULL,NULL,NULL,2,0.02,NULL,4,100,400
5079,African Cookware,NULL,NULL,2,NULL,NULL,NULL,2,0.02,NULL,4,100,200
5079,Amphora,NULL,NULL,1,2,NULL,33,36,3.21,3,10,25,250
5079,Commonware,NULL,NULL,10,1,2,43,56,1.095,2,10,37,54
5090,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.014,NULL,4,1,500
5091,Terra Sigillata,NULL,NULL,17,NULL,3,46,66,0.308,2,8,1,60
5091,Terra Sigillata,NULL,NULL,17,NULL,3,46,66,0.308,2,8,1,50
5091,Terra Sigillata,NULL,NULL,17,NULL,3,46,66,0.308,2,8,1,25
5093,Commonware,NULL,NULL,31,7,2,95,135,2.015,1,10,80,90
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,50,250
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,100,400
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,1,220
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,50,250
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,100,400
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,1,220
5094,Amphora,NULL,NULL,2,2,1,75,80,8.6,3,11,100,200
5095,African Cookware,NULL,NULL,NULL,NULL,5,2,7,0.102,2,9,125,300
5095,African Cookware,NULL,NULL,NULL,NULL,5,2,7,0.102,2,9,125,300
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,50,250
5095,Amphora,NULL,NULL,3,9,5,94,111,14.511,3,11,50,250
5095,Glazed Ceramic,NULL,NULL,1,NULL,NULL,NULL,1,0.122,10,10,0,0
5097,Commonware,NULL,NULL,1,NULL,NULL,1,2,0.246,NULL,11,1,150
5098,African Cookware,NULL,NULL,2,NULL,NULL,NULL,2,0.032,4,6,140,500
5098,African Cookware,NULL,NULL,2,NULL,NULL,NULL,2,0.032,4,6,140,500
5101,African Cookware,NULL,NULL,10,NULL,2,7,19,0.196,3,9,125,300
5101,African Cookware,NULL,NULL,10,NULL,2,7,19,0.196,3,9,100,350
5101,African Cookware,NULL,NULL,10,NULL,2,7,19,0.196,3,9,125,300
5101,African Cookware,NULL,NULL,10,NULL,2,7,19,0.196,3,9,100,350
