SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_END
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-900,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-900,-500
2272,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.008,1,3,-900,-500
2398,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,4,4,-900,-500
2444,Impasto,Sherd too small to be helpfully diagnostic.,NULL,1,NULL,NULL,NULL,1,0.001,2,2,-900,-500
3634,Impasto,NULL,NULL,NULL,NULL,NULL,13,13,0.162,2,5,-900,-500
3643,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.146,5,7,-900,-500
3649,Impasto,NULL,NULL,2,NULL,NULL,13,15,0.208,3,6,-900,-500
3652,Impasto,NULL,NULL,NULL,NULL,NULL,8,8,0.162,2,8,-900,-500
3656,Impasto,difficult to find comparanda for the diagnostics in this SU,NULL,NULL,1,NULL,8,9,0.164,3,7,-900,-500
3662,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.054,7,7,-900,-500
3671,Impasto,no diagnostics,NULL,NULL,NULL,NULL,5,5,0.11,3,7,-900,-500
3677,Impasto,diagnostic sherds in poor condition--to small to find comparanda,NULL,9,1,1,60,71,1.48,2,8,-900,-500
3680,Impasto,NULL,NULL,2,NULL,NULL,1,3,0.04,4,5,-900,-500
3692,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.058,5,6,-900,-500
3706,Impasto,NULL,NULL,1,NULL,NULL,22,23,0.342,2,10,-900,-500
3735,Impasto,NULL,NULL,2,NULL,NULL,28,30,0.312,1,5,-900,-500
3742,Impasto,NULL,NULL,2,NULL,NULL,5,7,0.12,2,8,-900,-500
3768,Impasto,NULL,NULL,1,NULL,NULL,22,23,0.354,3,8,-900,-500
3776,Impasto,burnt sherds; evidence of firing vessels at high temperatures,NULL,17,3,6,137,163,4.67,2,10,-900,-500
3782,Impasto,several fragments have evidence of high heat re-use,NULL,3,NULL,1,35,39,0.656,1,6,-900,-500
3795,Impasto,NULL,NULL,3,NULL,2,6,11,0.1868,4,6,-900,-500
3800,Impasto,no diagnostics,NULL,NULL,NULL,NULL,5,5,0.04,2,4,-900,-500
3801,Impasto,no diagnostics,NULL,NULL,NULL,NULL,4,4,0.112,3,6,-900,-500
3826,Impasto,"base is not burnished on ext, but is burnished black on int",NULL,NULL,NULL,1,4,5,0.08,2,5,-900,-500
3827,Impasto,NULL,NULL,2,NULL,NULL,7,9,0.09,3,4,-900,-500
3831,Impasto,NULL,NULL,3,NULL,NULL,5,8,0.092,3,8,-900,-500
3832,Impasto,NULL,NULL,NULL,1,NULL,8,9,0.148,2,5,-900,-500
3835,Impasto,NULL,NULL,1,NULL,NULL,12,13,0.212,2,6,-900,-500
3838,Impasto,NULL,NULL,4,2,1,21,28,1.02,2,9,-900,-500
3841,Impasto,no diagnostics,NULL,NULL,NULL,NULL,5,5,0.227,3,8,-900,-500
3843,Impasto,NULL,NULL,7,NULL,3,74,87,2.282,1,11,-900,-500
3844,Impasto,no well-preserved diagnostics for comparanda,NULL,5,NULL,2,21,28,1.701,3,11,-900,-500
3847,Impasto,NULL,NULL,6,1,NULL,8,15,0.952,2,11,-900,-500
3851,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.08,3,6,-900,-500
3855,Impasto,no diagnostics,NULL,NULL,NULL,NULL,3,3,0.173,3,6,-900,-500
3858,Impasto,NULL,NULL,3,3,NULL,11,17,0.902,2,11,-900,-500
3860,Impasto,further study of impasto vessel forms required for spot dates based on comparanda,NULL,9,NULL,NULL,105,114,2.22,2,11,-900,-500
3865,Impasto,NULL,NULL,1,NULL,1,3,5,0.282,3,11,-900,-500
3754,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.008,2,2,-900,-500
2391,Impasto,partial ear shaped handle,NULL,3,2,NULL,55,60,0.268,1,4,-900,-500
2449,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.03,1,4,-900,-500
2410,Bucchero,NULL,NULL,NULL,2,NULL,1,3,0.014,2,2,-900,-500
3610,Impasto,NULL,NULL,NULL,2,1,314,317,3.059,1,7,-900,-500
3529,Impasto,2 pieces with inscribed linear designs,NULL,7,2,NULL,98,107,1.536,1,9,-900,-500
2596,Impasto,NULL,NULL,3,NULL,NULL,45,48,0.717,1,10,-900,-500
370,Impasto,NULL,NULL,NULL,NULL,1,2,3,0.078,1.5,5,-830,-500
121,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-800,-500
329,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-800,-500
398,Impasto Rosso,NULL,NULL,2,NULL,1,14,17,0.436,4,8,-800,-500
403,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
416,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-800,-500
419,Impasto Rosso,NULL,NULL,2,NULL,NULL,29,31,NULL,NULL,NULL,-800,-500
422,Impasto,NULL,NULL,NULL,NULL,NULL,22,22,NULL,NULL,NULL,-800,-500
435,Impasto Rosso,NULL,NULL,3,NULL,NULL,18,21,NULL,NULL,NULL,-800,-500
439,Impasto Rosso,NULL,NULL,2,NULL,NULL,8,10,NULL,NULL,NULL,-800,-500
449,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
452,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-800,-500
455,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
505,Impasto Rosso,NULL,NULL,5,NULL,NULL,1,6,NULL,NULL,NULL,-800,-500
507,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-800,-500
535,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-800,-500
539,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
542,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-800,-500
554,Impasto Rosso,NULL,NULL,NULL,NULL,1,3,4,NULL,NULL,NULL,-800,-500
572,Impasto Rosso,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,-800,-500
580,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,-800,-500
583,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-800,-500
584,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
1099,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,-800,-500
1100,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-800,-500
1110,Impasto Rosso,NULL,NULL,2,NULL,3,10,15,NULL,NULL,NULL,-800,-500
1112,Impasto,NULL,NULL,2,1,1,15,19,NULL,NULL,NULL,-800,-500
1122,Impasto Rosso,NULL,NULL,2,NULL,NULL,11,13,0.101,2,5,-800,-500
1166,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
1182,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-800,-500
1190,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,-800,-500
1194,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,3,-800,-500
1203,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-800,-500
1205,Impasto,NULL,NULL,5,2,3,28,38,NULL,NULL,NULL,-800,-500
1218,Impasto,NULL,NULL,8,NULL,6,24,38,NULL,NULL,NULL,-800,-500
1218,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,14,14,NULL,NULL,NULL,-800,-500
1248,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-800,-500
1300,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,-800,-500
1306,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.084,3,5,-800,-500
1317,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.018,NULL,4,-800,-500
1320,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.038,3,4,-800,-500
1340,Impasto Rosso,NULL,NULL,1,1,NULL,2,4,0.034,2,3,-800,-500
1368,Impasto Rosso,NULL,NULL,6,1,NULL,10,17,0.534,3,10,-800,-500
1401,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.03,2,4,-800,-500
1422,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,-800,-500
1427,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.496,2,10,-800,-500
1437,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.028,NULL,5,-800,-500
1442,Impasto Rosso,NULL,NULL,3,NULL,1,3,7,0.19,4,6,-800,-500
1456,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.046,3,4,-800,-500
2074,Impasto Rosso,NULL,NULL,1,NULL,NULL,17,18,0.596,2,8,-800,-500
2076,Impasto Rosso,NULL,NULL,5,NULL,NULL,29,34,0.802,2,7,-800,-500
2094,Impasto Rosso,NULL,NULL,1,NULL,1,11,13,0.292,2,7,-800,-500
2100,Impasto,NULL,NULL,3,3,NULL,60,66,NULL,NULL,NULL,-800,-500
2143,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-800,-500
2147,Impasto Rosso,NULL,NULL,NULL,2,1,100,103,NULL,NULL,NULL,-800,-500
2202,Impasto Rosso,NULL,NULL,1,NULL,NULL,6,7,0.068,3,4,-800,-500
2221,Impasto Rosso,NULL,NULL,NULL,NULL,1,1,2,NULL,NULL,NULL,-800,-500
2224,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,NULL,-800,-500
2266,Impasto Rosso,NULL,NULL,2,NULL,1,11,14,NULL,NULL,NULL,-800,-500
2287,Impasto Rosso,NULL,NULL,2,1,1,24,28,NULL,NULL,NULL,-800,-500
2313,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-800,-500
2340,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,4,-800,-500
2342,Impasto Rosso,NULL,NULL,2,NULL,NULL,NULL,2,0.03,3,4,-800,-500
2343,Impasto Rosso,NULL,NULL,NULL,NULL,1,NULL,1,0.014,NULL,4,-800,-500
2368,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-800,-500
2370,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-800,-500
2371,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
2387,Impasto Rosso,NULL,NULL,2,NULL,NULL,2,4,0.038,2,4,-800,-500
2417,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.012,3,3,-800,-500
2418,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.052,2,4,-800,-500
3008,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
3012,Impasto Rosso,NULL,NULL,NULL,4,1,27,32,NULL,NULL,NULL,-800,-500
3013,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-800,-500
3018,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,-800,-500
3021,Impasto Rosso,NULL,NULL,1,3,1,19,24,NULL,NULL,NULL,-800,-500
3028,Impasto Rosso,NULL,NULL,2,NULL,NULL,7,9,NULL,NULL,NULL,-800,-500
3042,Impasto Rosso,NULL,NULL,6,NULL,2,31,39,0.694,2,8,-800,-500
3105,Impasto Rosso,NULL,NULL,NULL,1,NULL,NULL,1,0.138,NULL,5,-800,-500
3106,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,3,-800,-500
3108,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,3,4,-800,-500
3118,Impasto Rosso,NULL,NULL,1,2,NULL,20,23,0.422,2,5,-800,-500
3229,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.01,3,4,-800,-500
3257,Impasto Rosso,NULL,NULL,1,NULL,NULL,21,22,0.448,2,5,-800,-500
3268,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,5,5,-800,-500
3270,Impasto Rosso,NULL,NULL,NULL,1,3,3,4,0.18,4,7,-800,-500
3274,Buccheroid Impasto,NULL,NULL,3,NULL,NULL,6,9,0.046,2,5,-800,-500
3274,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.298,4,6,-800,-500
3276,Impasto Rosso,NULL,NULL,2,NULL,NULL,17,19,0.538,2,9,-800,-500
3351,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,17,17,0.0256,2,6,-800,-500
3387,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,3,3,-800,-500
3388,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,1,0.001,2,2,-800,-500
3393,Commonware,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,-800,-500
3426,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.016,4,4,-800,-500
3428,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.06,3,4,-800,-500
3432,Impasto Rosso,NULL,NULL,1,NULL,NULL,9,9,0.174,3,6,-800,-500
3433,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.138,5,7,-800,-500
3437,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.158,3,8,-800,-500
3438,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.012,NULL,3,-800,-500
3439,Impasto,NULL,NULL,2,NULL,NULL,47,49,0.42,2,6,-800,-500
3444,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.012,2,3,-800,-500
3446,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.264,5,11,-800,-500
3451,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.05,6,6,-800,-500
3452,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.016,4,4,-800,-500
3453,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.162,4,8,-800,-500
3454,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.094,3,5,-800,-500
3462,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,0.056,2,4,-800,-500
3469,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,4,6,-800,-500
3472,Impasto,NULL,NULL,NULL,NULL,NULL,20,20,0.404,2,6,-800,-500
3473,Impasto Rosso,NULL,NULL,NULL,NULL,1,4,5,0.188,3,7,-800,-500
3474,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,-800,-500
3475,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.092,3,6,-800,-500
3481,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,6,6,0.07,3,5,-800,-500
3493,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,-800,-500
3494,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.54,2,5,-800,-500
3496,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,4,4,-800,-500
3497,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,-800,-500
3498,Impasto Rosso,NULL,NULL,2,NULL,NULL,6,8,0.128,2,5,-800,-500
3502,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.032,3,4,-800,-500
3505,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,-800,-500
3508,Impasto Rosso,NULL,NULL,3,NULL,NULL,11,14,0.242,3,6,-800,-500
3515,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,29,29,0.48,2,8,-800,-500
3519,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,3,-800,-500
3521,Impasto Rosso,NULL,NULL,1,NULL,NULL,8,9,0.386,3,9,-800,-500
3531,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.018,2,4,-800,-500
3546,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,-800,-500
3550,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.076,2,5,-800,-500
3552,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.028,5,5,-800,-500
3554,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,4,-800,-500
3561,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.02,3,3,-800,-500
3563,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,0.164,3,7,-800,-500
3564,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.042,2,7,-800,-500
3566,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,4,-800,-500
3571,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,10,10,0.072,2,6,-800,-500
3576,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.064,4,6,-800,-500
3582,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.086,4,7,-800,-500
3585,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.014,4,4,-800,-500
3591,Impasto Rosso,NULL,NULL,1,NULL,NULL,11,12,0.112,2,5,-800,-500
3596,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.05,2,3,-800,-500
3620,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,-800,-500
3708,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,4,4,-800,-500
3717,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.202,3,7,-800,-500
3728,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.102,4,6,-800,-500
3757,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.064,4,5,-800,-500
3761,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.042,5,5,-800,-500
3763,Impasto Rosso,NULL,NULL,NULL,1,NULL,3,4,0.172,4,7,-800,-500
3772,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.244,6,9,-800,-500
4022,Impasto Rosso,NULL,NULL,2,NULL,NULL,3,5,NULL,NULL,NULL,-800,-500
5025,Impasto Rosso,NULL,NULL,2,NULL,NULL,6,8,0.212,3,7,-800,-500
5027,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.004,NULL,2,-800,-500
5031,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,-800,-500
5058,Impasto Rosso,NULL,NULL,2,NULL,NULL,20,22,0.276,2,5,-800,-500
5091,Impasto Rosso,NULL,NULL,6,NULL,1,13,20,0.416,2,6,-800,-500
5098,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,-800,-500
5160,Impasto Rosso,NULL,NULL,2,NULL,NULL,3,5,0.04,2,4,-800,-500
5512,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.03,4,4,-800,-500
5514,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,3,-800,-500
5555,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,-800,-500
5738,Impasto Rosso,NULL,NULL,NULL,NULL,1,1,2,0.018,2,3,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
2002,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
2398,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,-800,-500
2415,Impasto Rosso,NULL,NULL,11,NULL,7,43,61,1.09,2,10,-800,-500
2420,Impasto Rosso,NULL,NULL,1,1,1,7,10,0.22,2,6,-800,-500
2431,Impasto Rosso,NULL,NULL,6,1,NULL,30,37,0.878,4,7,-800,-500
2440,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.026,3,4,-800,-500
2442,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.006,3,3,-800,-500
2446,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.007,3,3,-800,-500
2451,Impasto Rosso,NULL,NULL,2,NULL,1,13,16,0.176,2,5,-800,-500
2466,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,2,2,-800,-500
2468,Impasto Rosso,NULL,NULL,2,NULL,1,12,15,0.139,2,5,-800,-500
2472,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.055,2,6,-800,-500
3151,Impasto,NULL,NULL,13,1,4,118,136,2.746,2,11,-800,-500
3638,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,4,4,-800,-500
3639,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.292,8,8,-800,-500
3640,Impasto Rosso,NULL,NULL,NULL,1,NULL,NULL,1,0.07,6,6,-800,-500
3687,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.026,5,5,-800,-500
3690,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.082,3,5,-800,-500
3695,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.142,9,9,-800,-500
3698,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.078,2,7,-800,-500
3704,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.11,4,6,-800,-500
3710,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,4,4,-800,-500
3715,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.126,7,7,-800,-500
3722,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.041,3,3,-800,-500
3738,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.011,2,3,-800,-500
3742,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.208,3,7,-800,-500
3773,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.007,3,3,-800,-500
3774,Impasto Rosso,NULL,NULL,2,NULL,NULL,10,12,0.334,3,7,-800,-500
3790,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.224,6,10,-800,-500
3794,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.084,3,7,-800,-500
3799,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,4,-800,-500
3803,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.064,4,5,-800,-500
3814,Impasto Rosso,NULL,NULL,NULL,NULL,1,4,5,0.062,2,9,-800,-500
3827,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.08,3,5,-800,-500
3828,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.036,6,6,-800,-500
3834,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.034,4,4,-800,-500
3843,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.025,3,3,-800,-500
3848,Impasto Rosso,NULL,NULL,8,NULL,NULL,26,34,1.02,3,10,-800,-500
3854,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.194,11,11,-800,-500
2471,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,8,8,0.146,2,6,-800,-500
2392,Impasto Rosso,NULL,NULL,2,NULL,NULL,9,11,0.117,1,5,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-800,-500
374,Impasto,NULL,NULL,1,NULL,NULL,8,9,0.107,2,4,-730,-500
395,Impasto Rosso,NULL,NULL,NULL,1,1,11,13,NULL,NULL,NULL,-730,-500
1112,Impasto Rosso,NULL,NULL,2,NULL,NULL,7,9,NULL,NULL,NULL,-730,-500
1116,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-730,-500
1180,Impasto Rosso,NULL,NULL,1,1,NULL,9,11,NULL,NULL,NULL,-730,-500
1204,Impasto Rosso,NULL,NULL,3,NULL,2,10,15,NULL,NULL,NULL,-730,-500
2126,Impasto Rosso,NULL,NULL,1,NULL,NULL,13,14,NULL,NULL,NULL,-730,-500
2136,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-730,-500
3392,Italo Geometric,NULL,NULL,NULL,NULL,NULL,2,2,0.018,4,6,-725,-500
3429,Italo Geometric,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,-725,-500
427,Impasto Rosso,NULL,NULL,6,NULL,NULL,11,17,NULL,NULL,NULL,-720,-500
129,Painted Fineware,NULL,NULL,2,NULL,3,3,8,0.029,1,2.5,-700,-500
130,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-700,-500
144,Bucchero,NULL,NULL,6,NULL,NULL,7,13,NULL,NULL,NULL,-700,-500
144,Impasto Rosso,NULL,NULL,2,1,NULL,19,22,NULL,NULL,NULL,-700,-500
169,Painted Fineware,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,-700,-500
383,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.019,2,3,-700,-500
500,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-700,-500
2061,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-700,-500
