SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX
1331,Thin Walled,"The wall sherd has decoration and slip consistent with thin walled wear, but the fabric does not seem to be that of thin walled wear",NULL,1,NULL,NULL,1,2,0.005,3,3,175,BC,200,AD
1338,Commonware,NULL,NULL,17,NULL,3,107,127,5.011,1,10,150,BC,1,BC
1338,Commonware,NULL,NULL,17,NULL,3,107,127,5.011,1,10,150,BC,50,BC
1340,Black Gloss,NULL,NULL,11,1,1,39,52,0.166,1,6,450,BC,50,BC
1340,Bucchero,NULL,NULL,1,NULL,NULL,6,7,0.018,1,3,675,BC,450,BC
1340,Impasto,NULL,NULL,1,NULL,NULL,11,12,0.096,2,4,900,BC,500,BC
1340,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,44,46,0.348,1,6,500,BC,400,BC
1340,Impasto Rosso,NULL,NULL,1,1,NULL,2,4,0.034,2,3,800,BC,500,BC
1340,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.001,NULL,2,400,BC,200,BC
1340,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,4,4,0.02,2,5,50,BC,180,AD
1340,Thin Walled,NULL,NULL,NULL,NULL,NULL,8,8,0.01,2,3,175,BC,200,AD
1342,African Cookware,NULL,NULL,2,NULL,NULL,5,7,0.045,1,3,0,AD,500,AD
1342,African Red Slip,NULL,NULL,1,NULL,1,3,5,0.018,1,2,0,AD,800,AD
1342,African Red Slip,NULL,NULL,1,NULL,1,3,5,0.018,1,2,80,AD,160,AD
1342,Amphora,NULL,NULL,1,NULL,NULL,32,33,0.659,1,10,50,BC,50,AD
1342,Black Gloss,NULL,NULL,2,NULL,1,10,13,0.097,1,10,400,BC,50,BC
1342,Impasto,NULL,NULL,2,NULL,1,8,11,0.108,1,3,900,BC,500,BC
1342,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,2,2,0.011,2,3,200,BC,300,AD
1342,Terra Sigillata,NULL,NULL,4,NULL,1,5,10,0.022,1,2.5,50,BC,180,AD
1342,Thin Walled,NULL,NULL,2,NULL,2,1,5,0.018,1,3,175,BC,200,AD
1344,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,900,BC,500,BC
1344,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
1353,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,4,400,BC,50,BC
1353,Bucchero,NULL,NULL,1,NULL,NULL,1,2,0.006,2,4,675,BC,450,BC
1353,Commonware,NULL,NULL,1,NULL,NULL,5,6,0.168,3,8,400,BC,200,BC
1353,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.046,3,5,900,BC,500,BC
1353,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.004,NULL,3,14,AD,100,AD
1361,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.04,2,2,400,BC,50,BC
1361,Bucchero,NULL,NULL,NULL,NULL,NULL,2,2,0.005,2,3,675,BC,450,BC
1361,Impasto,NULL,NULL,2,NULL,NULL,3,5,0.042,3,4,900,BC,500,BC
1364,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.018,2,4,400,BC,50,BC
1364,Commonware,NULL,NULL,3,NULL,NULL,24,27,0.272,2,10,300,BC,1,BC
1364,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,6,6,0.048,2,4,500,BC,400,BC
1364,Terra Sigillata,NULL,NULL,NULL,NULL,1,1,2,0.014,2,3,50,BC,180,AD
1364,Thin Walled,NULL,NULL,1,NULL,NULL,2,3,0.006,2,3,175,BC,200,AD
1368,Black Gloss,NULL,NULL,9,NULL,1,39,49,0.232,2,7,400,BC,50,BC
1368,Bucchero,NULL,NULL,NULL,NULL,NULL,3,3,0.008,NULL,2,675,BC,450,BC
1368,Commonware,NULL,NULL,131,10,33,663,836,10.428,2,10,1,AD,200,AD
1368,Commonware,NULL,NULL,131,10,33,663,836,10.428,2,10,1,AD,150,AD
1368,Commonware,NULL,NULL,131,10,33,663,836,10.428,2,10,1,AD,125,AD
1368,Impasto,NULL,NULL,3,NULL,NULL,33,36,0.344,2,5,900,BC,500,BC
1368,Impasto Chiaro Sabbioso,NULL,NULL,1,1,2,33,37,0.592,2,10,500,BC,40,BC
1368,Impasto Rosso,NULL,NULL,6,1,NULL,10,17,0.534,3,10,800,BC,500,BC
1368,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,2,2,0.006,NULL,2,200,BC,300,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,50,BC,180,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,27,BC,1,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,14,AD,100,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,40,AD,117,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,40,AD,117,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,15,BC,14,AD
1368,Terra Sigillata,NULL,NULL,36,NULL,9,87,132,0.574,2,8,14,AD,117,AD
1368,Thin Walled,NULL,NULL,14,4,6,45,69,0.168,1,5,175,BC,200,AD
1369,Black Gloss,NULL,NULL,14,1,1,44,60,0.244,1,7,400,BC,50,BC
1369,Bucchero,NULL,NULL,1,1,NULL,10,12,0.04,2,4,675,BC,450,BC
1369,Genucilia Plate,NULL,NULL,1,NULL,NULL,1,2,0.052,NULL,7,400,BC,300,BC
1369,Impasto,NULL,NULL,1,NULL,NULL,21,22,0.202,1,4,900,BC,500,BC
1369,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,1,22,24,0.26,2,7,500,BC,400,BC
1369,Terra Sigillata,NULL,NULL,2,NULL,NULL,1,3,0.012,2,4,50,BC,180,AD
1369,Terra Sigillata,NULL,NULL,2,NULL,NULL,1,3,0.012,2,4,27,BC,68,AD
1369,Thin Walled,NULL,NULL,1,NULL,NULL,1,2,0.004,2,3,175,BC,200,AD
1376,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,400,BC,50,BC
1376,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,675,BC,450,BC
1376,Eastern Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,25,BC,350,AD
1376,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,900,BC,500,BC
1378,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,900,BC,500,BC
1378,Impasto Rosso,NULL,NULL,2,NULL,NULL,5,7,NULL,NULL,NULL,900,BC,770,BC
1378,Impasto Rosso,NULL,NULL,2,NULL,NULL,5,7,NULL,NULL,NULL,770,BC,730,BC
1382,Black Gloss,NULL,NULL,30,2,12,108,152,NULL,NULL,NULL,400,BC,50,BC
1382,Bucchero,NULL,NULL,6,2,NULL,12,26,NULL,NULL,NULL,675,BC,450,BC
1382,Bucchero,NULL,NULL,6,2,NULL,12,26,NULL,NULL,NULL,675,BC,450,BC
1382,Impasto,NULL,NULL,14,NULL,8,26,48,NULL,NULL,NULL,900,BC,500,BC
1382,Impasto,NULL,NULL,14,NULL,8,26,48,NULL,NULL,NULL,900,BC,500,BC
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,180,AD
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,25,BC,50,AD
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,50,AD
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,180,AD
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,25,BC,50,AD
1382,Terra Sigillata,NULL,NULL,34,NULL,10,96,140,NULL,NULL,NULL,50,BC,50,AD
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,400,BC,100,BC
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,400,BC,100,BC
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,200,BC,100,BC
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,0,AD,0,AD
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,400,BC,100,BC
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,400,BC,100,BC
1384,Black Gloss,NULL,NULL,34,8,8,50,100,NULL,NULL,NULL,200,BC,100,BC
1384,Commonware,NULL,NULL,61,2,12,335,408,NULL,NULL,NULL,100,BC,25,BC
1384,Commonware,NULL,NULL,61,2,12,335,408,NULL,NULL,NULL,200,BC,25,BC
1384,Commonware,NULL,NULL,61,2,12,335,408,NULL,NULL,NULL,100,BC,25,BC
1384,Commonware,NULL,NULL,61,2,12,335,408,NULL,NULL,NULL,200,BC,25,BC
1384,Impasto,NULL,NULL,2,NULL,2,31,35,NULL,NULL,NULL,900,BC,500,BC
1384,Impasto,NULL,NULL,2,NULL,2,31,35,NULL,NULL,NULL,900,BC,500,BC
1384,Impasto Chiaro Sabbioso,NULL,NULL,6,NULL,NULL,48,54,NULL,NULL,NULL,500,BC,400,BC
1384,Impasto Chiaro Sabbioso,NULL,NULL,6,NULL,NULL,48,54,NULL,NULL,NULL,500,BC,400,BC
1384,Terra Sigillata,NULL,NULL,10,NULL,2,6,18,NULL,NULL,NULL,50,BC,180,AD
1384,Terra Sigillata,NULL,NULL,10,NULL,2,6,18,NULL,NULL,NULL,50,BC,180,AD
1384,Thin Walled,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,175,BC,200,AD
1384,Thin Walled,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,175,BC,200,AD
1385,Amphora,NULL,NULL,2,1,NULL,99,38,NULL,NULL,NULL,400,BC,130,AD
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,300,BC,200,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,190,BC,50,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,200,BC,150,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,125,BC,75,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,350,BC,200,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,225,BC,175,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,250,BC,190,BC
1385,Black Gloss,NULL,4,76,3,26,95,204,NULL,NULL,NULL,300,BC,200,BC
1385,Commonware,NULL,1,249,7,68,825,1150,NULL,NULL,NULL,100,BC,100,AD
1385,Commonware,NULL,1,249,7,68,825,1150,NULL,NULL,NULL,100,BC,1,BC
1385,Creamware,NULL,NULL,5,9,5,83,68,NULL,NULL,NULL,100,BC,100,AD
1396,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,630,BC,540,BC
1399,Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.018,2,5,400,BC,50,BC
1399,Bucchero,NULL,NULL,1,NULL,NULL,6,7,0.04,2,5,675,BC,450,BC
1399,Impasto,NULL,NULL,18,2,2,94,116,1.99,2,9,900,BC,500,BC
1399,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.032,3,5,500,BC,400,BC
1401,Black Gloss,NULL,NULL,4,NULL,2,6,12,0.268,1,10,320,BC,275,BC
1401,Black Gloss,NULL,NULL,4,NULL,2,6,12,0.268,1,10,400,BC,50,BC
1401,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.004,NULL,2,675,BC,450,BC
1401,Impasto,NULL,NULL,NULL,NULL,1,8,9,0.162,2,6,900,BC,500,BC
1401,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.03,2,4,800,BC,500,BC
1401,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.004,NULL,3,50,BC,180,AD
1401,Thin Walled,NULL,NULL,2,NULL,NULL,NULL,2,0.006,NULL,3,1,AD,100,AD
1401,Thin Walled,NULL,NULL,2,NULL,NULL,NULL,2,0.006,NULL,3,175,BC,200,AD
1405,Black Gloss,NULL,NULL,5,NULL,1,6,12,0.076,3,6,400,BC,50,BC
1405,Black Gloss,NULL,NULL,5,NULL,1,6,12,0.076,3,6,305,BC,200,BC
1405,Black Gloss,NULL,NULL,5,NULL,1,6,12,0.076,3,6,310,BC,265,BC
1405,Impasto,NULL,NULL,1,NULL,NULL,1,2,0.018,2,4,900,BC,500,BC
1412,Black Gloss,NULL,NULL,3,1,NULL,11,15,0.068,2,4,400,BC,50,BC
1412,Bucchero,NULL,NULL,2,NULL,NULL,4,6,0.012,1,3,675,BC,450,BC
1412,Impasto,NULL,NULL,7,NULL,2,18,27,0.248,2,4,900,BC,500,BC
1412,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,2,12,15,0.46,2,10,500,BC,300,BC
1412,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,2,2,0.022,3,4,200,BC,300,AD
1420,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.02,NULL,3,400,BC,50,BC
1420,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,4,900,BC,500,BC
1422,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,0.02,1,7,400,BC,50,BC
1422,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,0.02,1,7,150,BC,100,BC
1422,Impasto,NULL,NULL,2,NULL,NULL,4,6,0.03,2,3,900,BC,500,BC
1422,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,800,BC,500,BC
1422,Thin Walled,NULL,NULL,1,NULL,NULL,3,4,0.004,1,3,175,BC,200,AD
1423,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.07,2,8,200,BC,150,BC
1423,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.07,2,8,177,BC,100,BC
1423,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.07,2,8,400,BC,50,BC
1423,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.004,NULL,2,675,BC,450,BC
1423,Impasto,NULL,NULL,NULL,1,NULL,11,12,0.252,2,7,900,BC,500,BC
1423,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,NULL,1,0.026,NULL,5,500,BC,400,BC
1424,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.03,1,3,400,BC,200,BC
1424,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.03,1,3,100,BC,50,BC
1424,Black Gloss,NULL,NULL,3,NULL,NULL,7,10,0.03,1,3,400,BC,50,BC
1424,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.018,2,3,900,BC,500,BC
1424,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,4,4,0.024,2,3,500,BC,400,BC
1427,Black Gloss,NULL,NULL,2,NULL,NULL,8,10,0.11,2,4,400,BC,50,BC
1427,Commonware,NULL,NULL,29,NULL,10,87,126,4.41,2,10,200,BC,14,AD
1427,Impasto,NULL,NULL,1,NULL,3,39,42,0.591,2,8,900,BC,500,BC
1427,Impasto Chiaro Sabbioso,NULL,NULL,3,NULL,NULL,13,16,0.865,3,8,500,BC,400,BC
1427,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.496,2,10,800,BC,500,BC
1428,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.01,1,4,400,BC,50,BC
1428,Bucchero,NULL,NULL,NULL,1,1,3,5,0.014,1,4,675,BC,450,BC
1428,Commonware,NULL,NULL,10,1,4,50,66,0.98,2,7,275,BC,175,BC
1428,Commonware,NULL,NULL,10,1,4,50,66,0.98,2,7,225,BC,175,BC
1428,Genucilia Plate,NULL,NULL,1,NULL,NULL,2,3,0.04,4,5,400,BC,300,BC
1428,Impasto,NULL,NULL,4,NULL,NULL,10,14,0.104,1,5,900,BC,500,BC
1428,Impasto Chiaro Sabbioso,NULL,NULL,NULL,1,NULL,2,3,0.03,2,4,500,BC,400,BC
1428,Thin Walled,NULL,NULL,NULL,NULL,1,7,8,0.016,2,7,175,BC,200,AD
1430,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,3,700,BC,900,AD
1433,Bucchero,NULL,NULL,1,1,NULL,NULL,2,0.006,2,3,675,BC,450,BC
1433,Commonware,NULL,NULL,2,NULL,NULL,2,4,0.036,2,4,700,BC,900,AD
1433,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.018,2,3,900,BC,500,BC
1437,Bucchero,NULL,NULL,1,NULL,NULL,1,2,0.006,NULL,3,675,BC,450,BC
1437,Commonware,NULL,NULL,1,NULL,2,2,5,0.136,4,9,900,BC,900,AD
1437,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,3,900,BC,900,AD
1437,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.09,4,6,900,BC,500,BC
1437,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.028,NULL,5,800,BC,500,BC
1439,Black Gloss,NULL,NULL,2,1,1,5,9,0.034,2,3,400,BC,50,BC
1439,Bucchero,NULL,NULL,1,NULL,NULL,1,2,0.008,2,3,675,BC,450,BC
1439,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.04,3,NULL,900,BC,500,BC
1439,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,1,2,0.048,3,6,600,BC,100,BC
1439,Thin Walled,NULL,NULL,NULL,NULL,NULL,3,3,0.008,2,3,175,BC,200,AD
1442,Bucchero,NULL,NULL,4,NULL,NULL,3,7,0.044,2,5,675,BC,450,BC
1442,Impasto,NULL,NULL,4,NULL,3,11,18,0.218,2,6,900,BC,500,BC
1442,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,2,3,5,0.358,3,10,500,BC,400,BC
1442,Impasto Rosso,NULL,NULL,3,NULL,1,3,7,0.19,4,6,800,BC,500,BC
1446,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.094,NULL,8,700,BC,900,AD
1446,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.014,NULL,3,900,BC,500,BC
1456,Bucchero,NULL,NULL,NULL,NULL,NULL,3,3,0.01,2,3,675,BC,450,BC
1456,Commonware,NULL,NULL,1,NULL,1,2,4,0.156,4,7,700,BC,900,AD
1456,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.064,2,8,600,BC,400,BC
1456,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.046,3,4,800,BC,500,BC
1457,Commonware,NULL,NULL,7,1,1,9,18,NULL,NULL,NULL,350,BC,250,BC
1457,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC
1457,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,600,BC,400,BC
1465,Commonware,NULL,NULL,1,NULL,2,7,10,0.538,3,10,400,BC,300,BC
1465,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.03,NULL,4,900,BC,500,BC
1465,Impasto Chiaro Sabbioso,NULL,NULL,4,NULL,1,1,6,0.478,4,10,500,BC,400,BC
1465,Internal Slip Ware,NULL,NULL,NULL,NULL,NULL,2,2,0.16,6,10,425,BC,350,BC
2003,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,100,AD,500,AD
2003,Black Gloss,NULL,NULL,4,NULL,3,20,27,NULL,NULL,NULL,305,BC,265,BC
2003,Impasto,NULL,NULL,5,NULL,NULL,12,17,NULL,NULL,NULL,900,BC,500,BC
2003,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,500,BC,400,BC
2003,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,100,BC,100,AD
2004,Amphora,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,400,BC,280,BC
2004,Black Gloss,NULL,NULL,3,1,1,4,9,NULL,NULL,NULL,250,BC,150,BC
2004,Black Gloss,NULL,NULL,3,1,1,4,9,NULL,NULL,NULL,305,BC,265,BC
2004,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,900,BC,500,BC
2005,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,400,BC,100,BC
2005,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,BC,500,BC
2005,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,BC,400,BC
2005,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD
2006,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,400,BC,50,BC
2006,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,900,BC,500,BC
2007,Black Gloss,NULL,NULL,1,1,2,16,20,NULL,NULL,NULL,400,BC,50,BC
2007,Impasto,NULL,NULL,6,NULL,1,20,27,NULL,NULL,NULL,900,BC,500,BC
2007,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,500,BC,400,BC
2007,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,700,BC,600,BC
2008,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,BC,250,BC
2008,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,250,BC,190,BC
2008,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200,BC,120,BC
2008,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,BC,500,BC
2008,Lamp,NULL,NULL,NULL,NULL,NULL,2,3,NULL,NULL,NULL,170,BC,140,BC
2010,Black Gloss,NULL,NULL,3,NULL,2,10,15,NULL,NULL,NULL,400,BC,50,BC
2010,Bucchero,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,BC,600,BC
2010,Commonware,NULL,NULL,30,NULL,2,51,83,NULL,NULL,NULL,100,BC,100,AD
2010,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC
2010,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,500,BC,400,BC
2010,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,50,BC,180,AD
2011,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,0,AD,400,AD
2011,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,300,AD,500,AD
2011,Amphora,NULL,NULL,1,1,NULL,8,10,NULL,NULL,NULL,65,AD,75,AD
2011,Black Gloss,NULL,NULL,5,1,NULL,6,12,NULL,NULL,NULL,300,BC,250,AD
2011,Impasto,NULL,NULL,2,1,1,26,30,NULL,NULL,NULL,900,BC,500,BC
2012,Black Gloss,NULL,NULL,4,NULL,NULL,NULL,4,NULL,NULL,NULL,400,BC,50,BC
2012,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
2013,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,400,BC,50,BC
2013,Commonware,NULL,NULL,4,NULL,NULL,14,18,NULL,NULL,NULL,250,BC,150,BC
2014,Black Gloss,NULL,NULL,15,NULL,NULL,9,29,NULL,NULL,NULL,400,BC,50,BC
2014,Commonware,NULL,NULL,3,NULL,7,NULL,10,NULL,NULL,NULL,200,BC,1,BC
2014,Impasto,NULL,NULL,14,2,2,25,NULL,NULL,NULL,NULL,900,BC,500,BC
2014,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,200,BC,300,AD
2014,Mortarium,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,400,BC,100,BC
2015,Black Gloss,NULL,NULL,4,NULL,NULL,3,7,NULL,NULL,NULL,300,BC,250,BC
2015,Black Gloss,NULL,NULL,4,NULL,NULL,3,7,NULL,NULL,NULL,250,BC,200,BC
2015,Black Gloss,NULL,NULL,4,NULL,NULL,3,7,NULL,NULL,NULL,300,BC,25,BC
2015,Commonware,NULL,NULL,5,NULL,1,35,41,NULL,NULL,NULL,300,BC,150,BC
2015,Commonware,NULL,NULL,5,NULL,1,35,41,NULL,NULL,NULL,300,BC,150,BC
2015,Impasto,NULL,NULL,NULL,1,NULL,4,5,NULL,NULL,NULL,730,BC,580,BC
2016,Black Gloss,NULL,NULL,9,1,4,19,34,NULL,NULL,NULL,300,BC,290,BC
2016,Black Gloss,NULL,NULL,9,1,4,19,34,NULL,NULL,NULL,350,BC,275,BC
2016,Impasto,NULL,NULL,1,NULL,NULL,7,8,NULL,NULL,NULL,900,BC,500,BC
2016,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,1,3,6,NULL,NULL,NULL,500,BC,400,BC
2017,Black Gloss,NULL,NULL,2,NULL,2,8,12,NULL,NULL,NULL,400,BC,50,BC
2017,Commonware,NULL,NULL,29,1,2,76,108,NULL,NULL,NULL,400,BC,200,BC
2017,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC
2018,Black Gloss,NULL,NULL,3,1,2,7,NULL,NULL,NULL,NULL,250,BC,200,BC
2018,Black Gloss,NULL,NULL,3,1,2,7,NULL,NULL,NULL,NULL,305,BC,265,BC
2018,Black Gloss,NULL,NULL,3,1,2,7,NULL,NULL,NULL,NULL,350,BC,300,BC
2018,Black Gloss,NULL,NULL,3,1,2,7,NULL,NULL,NULL,NULL,300,BC,200,BC
2018,Commonware,NULL,NULL,13,NULL,1,35,NULL,NULL,NULL,NULL,200,BC,14,AD
2018,Impasto,NULL,NULL,2,1,NULL,7,NULL,NULL,NULL,NULL,900,BC,500,BC
2019,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,400,BC,50,BC
2024,Black Gloss,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,400,BC,50,BC
2024,Bucchero,NULL,NULL,1,1,NULL,6,8,NULL,NULL,NULL,600,BC,400,BC
2024,Impasto,NULL,NULL,5,1,NULL,13,19,NULL,NULL,NULL,900,BC,500,BC
2040,Impasto,NULL,NULL,2,NULL,2,15,19,NULL,NULL,NULL,900,BC,500,BC
2040,Overpainted Black Gloss,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,350,BC,250,BC
2040,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,50,BC,80,AD
2041,Impasto,NULL,NULL,NULL,NULL,NULL,14,14,NULL,NULL,NULL,900,BC,500,BC
2042,Commonware,NULL,NULL,5,2,1,24,32,NULL,NULL,NULL,200,BC,50,BC
